"","Date","Plot","Row","Column","Species","Coverage","Root","CO2Treatment","Ntreatment"
"6924","7/14/2019",23,11,5,"Poapr",20,"R","EC","AN"
"6925","7/14/2019",23,11,6,"Luppe",20,"N","EC","AN"
"6926","7/14/2019",23,11,6,"Poapr",30,"R","EC","AN"
"6927","7/14/2019",23,11,6,"Andge",20,"R","EC","AN"
"6928","7/14/2019",23,11,7,"Luppe",30,"N","EC","AN"
"6929","7/14/2019",23,11,7,"Poapr",30,"R","EC","AN"
"6930","7/14/2019",23,11,7,"Andge",30,"R","EC","AN"
"6931","7/14/2019",23,11,8,"Andge",30,"R","EC","AN"
"6932","7/14/2019",23,11,8,"Luppe",40,"N","EC","AN"
"6933","7/14/2019",23,11,8,"Poapr",10,"R","EC","AN"
"6934","7/14/2019",23,11,9,"Andge",70,"R","EC","AN"
"6935","7/14/2019",23,11,9,"Poapr",10,"R","EC","AN"
"6936","7/14/2019",23,11,10,"Andge",80,"R","EC","AN"
"6937","7/14/2019",23,11,10,"Poapr",5,"R","EC","AN"
"6938","7/14/2019",23,11,11,"Andge",70,"R","EC","AN"
"6939","7/14/2019",23,11,11,"Poapr",20,"R","EC","AN"
"6940","7/14/2019",23,11,12,"Andge",40,"R","EC","AN"
"6941","7/14/2019",23,11,12,"Poapr",60,"R","EC","AN"
"6942","7/14/2019",23,11,13,"Andge",30,"R","EC","AN"
"6943","7/14/2019",23,11,13,"Poapr",40,"R","EC","AN"
"6944","7/14/2019",23,11,14,"Poapr",40,"R","EC","AN"
"6945","7/14/2019",23,11,15,"Poapr",10,"R","EC","AN"
"6946","7/14/2019",23,11,16,"Andge",10,"R","EC","AN"
"6947","7/14/2019",23,11,16,"Poapr",10,"R","EC","AN"
"6948","7/14/2019",23,11,17,"Andge",30,"R","EC","AN"
"6949","7/14/2019",23,11,17,"Poapr",10,"R","EC","AN"
"6950","7/14/2019",23,11,18,"Andge",20,"R","EC","AN"
"6951","7/14/2019",23,11,18,"Luppe",30,"R","EC","AN"
"6952","7/14/2019",23,11,18,"Solri",10,"R","EC","AN"
"6953","7/14/2019",23,11,18,"Poapr",5,"R","EC","AN"
"6954","7/14/2019",23,12,1,"Andge",100,"R","EC","AN"
"6955","7/14/2019",23,12,1,"Poapr",5,"R","EC","AN"
"6956","7/14/2019",23,12,2,"Andge",90,"R","EC","AN"
"6957","7/14/2019",23,12,2,"Poapr",5,"R","EC","AN"
"6958","7/14/2019",23,12,3,"Andge",30,"R","EC","AN"
"6959","7/14/2019",23,12,3,"Poapr",20,"R","EC","AN"
"6960","7/14/2019",23,12,4,"Andge",20,"R","EC","AN"
"6961","7/14/2019",23,12,4,"Luppe",40,"N","EC","AN"
"6962","7/14/2019",23,12,4,"Poapr",10,"R","EC","AN"
"6963","7/14/2019",23,12,5,"Luppe",80,"R","EC","AN"
"6964","7/14/2019",23,12,5,"Poapr",10,"R","EC","AN"
"6965","7/14/2019",23,12,6,"Andge",30,"R","EC","AN"
"6966","7/14/2019",23,12,6,"Luppe",60,"R","EC","AN"
"6967","7/14/2019",23,12,6,"Poapr",10,"R","EC","AN"
"6968","7/14/2019",23,12,7,"Andge",20,"R","EC","AN"
"6969","7/14/2019",23,12,7,"Poapr",30,"R","EC","AN"
"6970","7/14/2019",23,12,7,"Luppe",40,"R","EC","AN"
"6971","7/14/2019",23,12,8,"Luppe",50,"R","EC","AN"
"6972","7/14/2019",23,12,8,"Poapr",60,"R","EC","AN"
"6973","7/14/2019",23,12,9,"Andge",40,"R","EC","AN"
"6974","7/14/2019",23,12,9,"Poapr",10,"R","EC","AN"
"6975","7/14/2019",23,12,9,"Luppe",30,"R","EC","AN"
"6976","7/14/2019",23,12,10,"Luppe",60,"R","EC","AN"
"6977","7/14/2019",23,12,10,"Andge",20,"R","EC","AN"
"6978","7/14/2019",23,12,10,"Poapr",10,"R","EC","AN"
"6979","7/14/2019",23,12,11,"Andge",80,"R","EC","AN"
"6980","7/14/2019",23,12,11,"Poapr",10,"R","EC","AN"
"6981","7/14/2019",23,12,12,"Andge",70,"R","EC","AN"
"6982","7/14/2019",23,12,12,"Poapr",30,"R","EC","AN"
"6983","7/14/2019",23,12,13,"Andge",40,"R","EC","AN"
"6984","7/14/2019",23,12,13,"Poapr",40,"R","EC","AN"
"6985","7/14/2019",23,12,14,"Andge",40,"R","EC","AN"
"6986","7/14/2019",23,12,14,"Poapr",50,"R","EC","AN"
"6987","7/14/2019",23,12,15,"Andge",40,"R","EC","AN"
"6988","7/14/2019",23,12,15,"Poapr",20,"R","EC","AN"
"6989","7/14/2019",23,12,16,"Andge",50,"R","EC","AN"
"6990","7/14/2019",23,12,16,"Poapr",20,"R","EC","AN"
"6991","7/14/2019",23,12,17,"Poapr",20,"R","EC","AN"
"6992","7/14/2019",23,12,18,"Andge",30,"R","EC","AN"
"6993","7/14/2019",23,12,18,"Poapr",40,"R","EC","AN"
"6994","7/14/2019",23,12,18,"Solri",10,"R","EC","AN"
"6995","7/14/2019",23,13,1,"Andge",90,"R","EC","AN"
"6996","7/14/2019",23,13,2,"Andge",80,"R","EC","AN"
"6997","7/14/2019",23,13,2,"Poapr",10,"R","EC","AN"
"6998","7/14/2019",23,13,3,"Andge",60,"R","EC","AN"
"6999","7/14/2019",23,13,3,"Poapr",10,"R","EC","AN"
"7000","7/14/2019",23,13,3,"Luppe",40,"N","EC","AN"
"7001","7/14/2019",23,13,4,"Luppe",70,"R","EC","AN"
"7002","7/14/2019",23,13,4,"Poapr",5,"R","EC","AN"
"7003","7/14/2019",23,13,5,"Luppe",60,"R","EC","AN"
"7004","7/14/2019",23,13,5,"Andge",20,"R","EC","AN"
"7005","7/14/2019",23,13,5,"Poapr",10,"R","EC","AN"
"7006","7/14/2019",23,13,6,"Andge",20,"R","EC","AN"
"7007","7/14/2019",23,13,6,"Luppe",30,"R","EC","AN"
"7008","7/14/2019",23,13,6,"Poapr",40,"R","EC","AN"
"7009","7/14/2019",23,13,7,"Luppe",60,"R","EC","AN"
"7010","7/14/2019",23,13,7,"Poapr",10,"R","EC","AN"
"7011","7/14/2019",23,13,8,"Luppe",70,"R","EC","AN"
"7012","7/14/2019",23,13,8,"Poapr",20,"R","EC","AN"
"7013","7/14/2019",23,13,8,"Andge",10,"R","EC","AN"
"7014","7/14/2019",23,13,9,"Luppe",60,"R","EC","AN"
"7015","7/14/2019",23,13,9,"Poapr",20,"R","EC","AN"
"7016","7/14/2019",23,13,10,"Andge",20,"R","EC","AN"
"7017","7/14/2019",23,13,10,"Luppe",40,"R","EC","AN"
"7018","7/14/2019",23,13,10,"Poapr",20,"R","EC","AN"
"7019","7/14/2019",23,13,11,"Andge",60,"R","EC","AN"
"7020","7/14/2019",23,13,11,"Poapr",20,"R","EC","AN"
"7021","7/14/2019",23,13,12,"Andge",50,"R","EC","AN"
"7022","7/14/2019",23,13,12,"Poapr",40,"R","EC","AN"
"7023","7/14/2019",23,13,13,"Andge",40,"R","EC","AN"
"7024","7/14/2019",23,13,13,"Poapr",40,"R","EC","AN"
"7025","7/14/2019",23,13,14,"Andge",60,"R","EC","AN"
"7026","7/14/2019",23,13,14,"Poapr",20,"R","EC","AN"
"7027","7/14/2019",23,13,15,"Andge",80,"R","EC","AN"
"7028","7/14/2019",23,13,15,"Poapr",10,"R","EC","AN"
"7029","7/14/2019",23,13,16,"Andge",80,"R","EC","AN"
"7030","7/14/2019",23,13,16,"Poapr",10,"R","EC","AN"
"7031","7/14/2019",23,13,17,"Andge",40,"R","EC","AN"
"7032","7/14/2019",23,13,17,"Poapr",10,"R","EC","AN"
"7033","7/14/2019",23,13,18,"Andge",30,"R","EC","AN"
"7034","7/14/2019",23,13,18,"Poapr",30,"R","EC","AN"
"7035","7/14/2019",23,14,1,"Andge",90,"R","EC","AN"
"7036","7/14/2019",23,14,2,"Andge",80,"R","EC","AN"
"7037","7/14/2019",23,14,2,"Poapr",5,"R","EC","AN"
"7038","7/14/2019",23,14,3,"Andge",40,"R","EC","AN"
"7039","7/14/2019",23,14,3,"Luppe",40,"N","EC","AN"
"7040","7/14/2019",23,14,3,"Poapr",10,"R","EC","AN"
"7041","7/14/2019",23,14,4,"Andge",20,"R","EC","AN"
"7042","7/14/2019",23,14,4,"Luppe",80,"R","EC","AN"
"7043","7/14/2019",23,14,4,"Poapr",5,"R","EC","AN"
"7044","7/14/2019",23,14,5,"Andge",10,"R","EC","AN"
"7045","7/14/2019",23,14,5,"Luppe",70,"R","EC","AN"
"7046","7/14/2019",23,14,5,"Poapr",10,"R","EC","AN"
"7047","7/14/2019",23,14,6,"Luppe",70,"R","EC","AN"
"7048","7/14/2019",23,14,6,"Poapr",20,"R","EC","AN"
"7049","7/14/2019",23,14,6,"Andge",10,"R","EC","AN"
"7050","7/14/2019",23,14,7,"Luppe",70,"R","EC","AN"
"7051","7/14/2019",23,14,7,"Andge",10,"R","EC","AN"
"7052","7/14/2019",23,14,7,"Amoca",10,"R","EC","AN"
"7053","7/14/2019",23,14,7,"Poapr",10,"R","EC","AN"
"7054","7/14/2019",23,14,8,"Andge",10,"R","EC","AN"
"7055","7/14/2019",23,14,8,"Luppe",70,"R","EC","AN"
"7056","7/14/2019",23,14,8,"Poapr",10,"R","EC","AN"
"7057","7/14/2019",23,14,9,"Amoca",20,"R","EC","AN"
"7058","7/14/2019",23,14,9,"Poapr",10,"R","EC","AN"
"7059","7/14/2019",23,14,9,"Andge",30,"R","EC","AN"
"7060","7/14/2019",23,14,10,"Andge",80,"R","EC","AN"
"7061","7/14/2019",23,14,10,"Luppe",20,"R","EC","AN"
"7062","7/14/2019",23,14,10,"Poapr",5,"R","EC","AN"
"7063","7/14/2019",23,14,11,"Andge",50,"R","EC","AN"
"7064","7/14/2019",23,14,11,"Lesca",5,"R","EC","AN"
"7065","7/14/2019",23,14,11,"Poapr",20,"R","EC","AN"
"7066","7/14/2019",23,14,12,"Andge",70,"R","EC","AN"
"7067","7/14/2019",23,14,12,"Poapr",10,"R","EC","AN"
"7068","7/14/2019",23,14,13,"Andge",80,"R","EC","AN"
"7069","7/14/2019",23,14,13,"Amoca",10,"R","EC","AN"
"7070","7/14/2019",23,14,13,"Poapr",10,"R","EC","AN"
"7071","7/14/2019",23,14,14,"Andge",90,"R","EC","AN"
"7072","7/14/2019",23,14,14,"Poapr",10,"R","EC","AN"
"7073","7/14/2019",23,14,15,"Andge",30,"R","EC","AN"
"7074","7/14/2019",23,14,15,"Solri",40,"R","EC","AN"
"7075","7/14/2019",23,14,15,"Poapr",20,"R","EC","AN"
"7076","7/14/2019",23,14,15,"Luppe",20,"N","EC","AN"
"7077","7/14/2019",23,14,16,"Solri",20,"R","EC","AN"
"7078","7/14/2019",23,14,16,"Luppe",40,"N","EC","AN"
"7079","7/14/2019",23,14,16,"Andge",30,"R","EC","AN"
"7080","7/14/2019",23,14,16,"Poapr",20,"R","EC","AN"
"7081","7/14/2019",23,14,17,"Andge",20,"R","EC","AN"
"7082","7/14/2019",23,14,17,"Luppe",70,"R","EC","AN"
"7083","7/14/2019",23,14,17,"Poapr",20,"R","EC","AN"
"7084","7/14/2019",23,14,18,"Andge",80,"R","EC","AN"
"7085","7/14/2019",23,14,18,"Poapr",20,"R","EC","AN"
"7086","7/14/2019",23,15,1,"Andge",90,"R","EC","AN"
"7087","7/14/2019",23,15,1,"Poapr",10,"R","EC","AN"
"7088","7/14/2019",23,15,2,"Andge",80,"R","EC","AN"
"7089","7/14/2019",23,15,2,"Poapr",10,"R","EC","AN"
"7090","7/14/2019",23,15,3,"Luppe",70,"R","EC","AN"
"7091","7/14/2019",23,15,3,"Poapr",10,"R","EC","AN"
"7092","7/14/2019",23,15,4,"Luppe",40,"N","EC","AN"
"7093","7/14/2019",23,15,4,"Poapr",60,"R","EC","AN"
"7094","7/14/2019",23,15,5,"Andge",20,"R","EC","AN"
"7095","7/14/2019",23,15,5,"Luppe",70,"R","EC","AN"
"7096","7/14/2019",23,15,5,"Poapr",20,"R","EC","AN"
"7097","7/14/2019",23,15,6,"Andge",20,"R","EC","AN"
"7098","7/14/2019",23,15,6,"Luppe",70,"R","EC","AN"
"7099","7/14/2019",23,15,6,"Poapr",10,"R","EC","AN"
"7100","7/14/2019",23,15,7,"Andge",40,"R","EC","AN"
"7101","7/14/2019",23,15,7,"Poapr",10,"R","EC","AN"
"7102","7/14/2019",23,15,7,"Luppe",20,"R","EC","AN"
"7103","7/14/2019",23,15,8,"Andge",30,"R","EC","AN"
"7104","7/14/2019",23,15,8,"Luppe",10,"R","EC","AN"
"7105","7/14/2019",23,15,8,"Poapr",10,"R","EC","AN"
"7106","7/14/2019",23,15,9,"Andge",30,"R","EC","AN"
"7107","7/14/2019",23,15,9,"Poapr",10,"R","EC","AN"
"7108","7/14/2019",23,15,9,"Luppe",30,"N","EC","AN"
"7109","7/14/2019",23,15,10,"Andge",80,"R","EC","AN"
"7110","7/14/2019",23,15,10,"Poapr",20,"R","EC","AN"
"7111","7/14/2019",23,15,11,"Andge",80,"R","EC","AN"
"7112","7/14/2019",23,15,11,"Poapr",10,"R","EC","AN"
"7113","7/14/2019",23,15,12,"Andge",70,"R","EC","AN"
"7114","7/14/2019",23,15,12,"Poapr",20,"R","EC","AN"
"7115","7/14/2019",23,15,13,"Andge",90,"R","EC","AN"
"7116","7/14/2019",23,15,13,"Poapr",10,"R","EC","AN"
"7117","7/14/2019",23,15,14,"Andge",90,"R","EC","AN"
"7118","7/14/2019",23,15,14,"Poapr",10,"R","EC","AN"
"7119","7/14/2019",23,15,15,"Andge",20,"R","EC","AN"
"7120","7/14/2019",23,15,15,"Luppe",60,"N","EC","AN"
"7121","7/14/2019",23,15,15,"Poapr",20,"R","EC","AN"
"7122","7/14/2019",23,15,16,"Luppe",90,"R","EC","AN"
"7123","7/14/2019",23,15,16,"Poapr",20,"R","EC","AN"
"7124","7/14/2019",23,15,17,"Luppe",90,"R","EC","AN"
"7125","7/14/2019",23,15,17,"Poapr",10,"R","EC","AN"
"7126","7/14/2019",23,15,18,"Luppe",30,"R","EC","AN"
"7127","7/14/2019",23,15,18,"Poapr",30,"R","EC","AN"
"7128","7/14/2019",23,15,18,"Andge",30,"R","EC","AN"
"7129","7/14/2019",23,16,1,"Andge",100,"R","EC","AN"
"7130","7/14/2019",23,16,1,"Poapr",5,"R","EC","AN"
"7131","7/14/2019",23,16,2,"Andge",100,"R","EC","AN"
"7132","7/14/2019",23,16,2,"Poapr",5,"R","EC","AN"
"7133","7/14/2019",23,16,3,"Andge",90,"R","EC","AN"
"7134","7/14/2019",23,16,3,"Poapr",5,"R","EC","AN"
"7135","7/14/2019",23,16,4,"Andge",40,"R","EC","AN"
"7136","7/14/2019",23,16,4,"Poapr",10,"R","EC","AN"
"7137","7/14/2019",23,16,5,"Poapr",40,"R","EC","AN"
"7138","7/14/2019",23,16,6,"Andge",20,"R","EC","AN"
"7139","7/14/2019",23,16,6,"Poapr",40,"R","EC","AN"
"7140","7/14/2019",23,16,7,"Agrre",10,"R","EC","AN"
"7141","7/14/2019",23,16,7,"Andge",20,"R","EC","AN"
"7142","7/14/2019",23,16,7,"Poapr",60,"R","EC","AN"
"7143","7/14/2019",23,16,8,"Amoca",40,"R","EC","AN"
"7144","7/14/2019",23,16,8,"Poapr",40,"R","EC","AN"
"7145","7/14/2019",23,16,9,"Poapr",70,"R","EC","AN"
"7146","7/14/2019",23,16,10,"Andge",60,"R","EC","AN"
"7147","7/14/2019",23,16,10,"Poapr",40,"R","EC","AN"
"7148","7/14/2019",23,16,11,"Andge",70,"R","EC","AN"
"7149","7/14/2019",23,16,11,"Poapr",10,"R","EC","AN"
"7150","7/14/2019",23,16,12,"Andge",50,"R","EC","AN"
"7151","7/14/2019",23,16,12,"Poapr",20,"R","EC","AN"
"7152","7/14/2019",23,16,13,"Andge",30,"R","EC","AN"
"7153","7/14/2019",23,16,13,"Poapr",30,"R","EC","AN"
"7154","7/14/2019",23,16,14,"Andge",40,"R","EC","AN"
"7155","7/14/2019",23,16,14,"Poapr",10,"R","EC","AN"
"7156","7/14/2019",23,16,15,"Luppe",40,"N","EC","AN"
"7157","7/14/2019",23,16,15,"Poapr",60,"R","EC","AN"
"7158","7/14/2019",23,16,16,"Luppe",90,"R","EC","AN"
"7159","7/14/2019",23,16,16,"Poapr",20,"R","EC","AN"
"7160","7/14/2019",23,16,17,"Luppe",90,"R","EC","AN"
"7161","7/14/2019",23,16,17,"Poapr",10,"R","EC","AN"
"7162","7/14/2019",23,16,18,"Luppe",40,"N","EC","AN"
"7163","7/14/2019",23,16,18,"Andge",30,"R","EC","AN"
"7164","7/14/2019",23,16,18,"Poapr",40,"R","EC","AN"
"7165","7/14/2019",23,17,1,"Andge",100,"R","EC","AN"
"7166","7/14/2019",23,17,1,"Poapr",5,"R","EC","AN"
"7167","7/14/2019",23,17,2,"Andge",100,"R","EC","AN"
"7168","7/14/2019",23,17,3,"Andge",100,"R","EC","AN"
"7169","7/14/2019",23,17,3,"Poapr",5,"R","EC","AN"
"7170","7/14/2019",23,17,4,"Andge",50,"R","EC","AN"
"7171","7/14/2019",23,17,4,"Poapr",10,"R","EC","AN"
"7172","7/14/2019",23,17,5,"Poapr",60,"R","EC","AN"
"7173","7/14/2019",23,17,5,"Lesca",5,"R","EC","AN"
"7174","7/14/2019",23,17,6,"Andge",40,"R","EC","AN"
"7175","7/14/2019",23,17,6,"Poapr",20,"R","EC","AN"
"7176","7/14/2019",23,17,7,"Andge",40,"R","EC","AN"
"7177","7/14/2019",23,17,7,"Poapr",20,"R","EC","AN"
"7178","7/14/2019",23,17,8,"Andge",40,"R","EC","AN"
"7179","7/14/2019",23,17,8,"Poapr",20,"R","EC","AN"
"7180","7/14/2019",23,17,9,"Andge",20,"R","EC","AN"
"7181","7/14/2019",23,17,9,"Solri",20,"R","EC","AN"
"7182","7/14/2019",23,17,9,"Poapr",60,"R","EC","AN"
"7183","7/14/2019",23,17,10,"Andge",40,"R","EC","AN"
"7184","7/14/2019",23,17,10,"Poapr",40,"R","EC","AN"
"7185","7/14/2019",23,17,11,"Andge",40,"R","EC","AN"
"7186","7/14/2019",23,17,11,"Poapr",40,"R","EC","AN"
"7187","7/14/2019",23,17,12,"Andge",40,"R","EC","AN"
"7188","7/14/2019",23,17,12,"Luppe",30,"R","EC","AN"
"7189","7/14/2019",23,17,12,"Poapr",30,"R","EC","AN"
"7190","7/14/2019",23,17,13,"Andge",50,"R","EC","AN"
"7191","7/14/2019",23,17,13,"Poapr",30,"R","EC","AN"
"7192","7/14/2019",23,17,14,"Andge",40,"R","EC","AN"
"7193","7/14/2019",23,17,14,"Poapr",30,"R","EC","AN"
"7194","7/14/2019",23,17,14,"Amoca",40,"R","EC","AN"
"7195","7/14/2019",23,17,15,"Luppe",40,"N","EC","AN"
"7196","7/14/2019",23,17,15,"Andge",40,"R","EC","AN"
"7197","7/14/2019",23,17,15,"Poapr",40,"R","EC","AN"
"7198","7/14/2019",23,17,16,"Andge",60,"R","EC","AN"
"7199","7/14/2019",23,17,16,"Luppe",30,"N","EC","AN"
"7200","7/14/2019",23,17,16,"Poapr",20,"R","EC","AN"
"7201","7/14/2019",23,17,17,"Andge",30,"R","EC","AN"
"7202","7/14/2019",23,17,17,"Poapr",30,"R","EC","AN"
"7203","7/14/2019",23,17,17,"Luppe",40,"N","EC","AN"
"7204","7/14/2019",23,17,18,"Andge",10,"R","EC","AN"
"7205","7/14/2019",23,17,18,"Luppe",40,"R","EC","AN"
"7206","7/14/2019",23,17,18,"Solri",20,"R","EC","AN"
"7207","7/14/2019",23,17,18,"Poapr",30,"R","EC","AN"
"7208","7/14/2019",23,18,1,"Andge",100,"R","EC","AN"
"7209","7/14/2019",23,18,2,"Andge",100,"R","EC","AN"
"7210","7/14/2019",23,18,3,"Andge",100,"R","EC","AN"
"7211","7/14/2019",23,18,4,"Andge",80,"R","EC","AN"
"7212","7/14/2019",23,18,4,"Poapr",5,"R","EC","AN"
"7213","7/14/2019",23,18,5,"Andge",30,"R","EC","AN"
"7214","7/14/2019",23,18,5,"Poapr",60,"R","EC","AN"
"7215","7/14/2019",23,18,6,"Andge",20,"R","EC","AN"
"7216","7/14/2019",23,18,6,"Poapr",80,"R","EC","AN"
"7217","7/14/2019",23,18,7,"Andge",30,"R","EC","AN"
"7218","7/14/2019",23,18,7,"Poapr",30,"R","EC","AN"
"7219","7/14/2019",23,18,7,"Schsc",20,"R","EC","AN"
"7220","7/14/2019",23,18,7,"Koecr",5,"R","EC","AN"
"7221","7/14/2019",23,18,8,"Andge",20,"R","EC","AN"
"7222","7/14/2019",23,18,8,"Lesca",5,"R","EC","AN"
"7223","7/14/2019",23,18,8,"Poapr",60,"R","EC","AN"
"7224","7/14/2019",23,18,9,"Solri",30,"R","EC","AN"
"7225","7/14/2019",23,18,9,"Schsc",20,"R","EC","AN"
"7226","7/14/2019",23,18,9,"Poapr",40,"R","EC","AN"
"7227","7/14/2019",23,18,10,"Andge",40,"R","EC","AN"
"7228","7/14/2019",23,18,10,"Poapr",40,"R","EC","AN"
"7229","7/14/2019",23,18,10,"Schsc",10,"R","EC","AN"
"7230","7/14/2019",23,18,11,"Andge",40,"R","EC","AN"
"7231","7/14/2019",23,18,11,"Poapr",40,"R","EC","AN"
"7232","7/14/2019",23,18,12,"Andge",60,"R","EC","AN"
"7233","7/14/2019",23,18,12,"Poapr",30,"R","EC","AN"
"7234","7/14/2019",23,18,13,"Andge",70,"R","EC","AN"
"7235","7/14/2019",23,18,13,"Solri",10,"R","EC","AN"
"7236","7/14/2019",23,18,13,"Poapr",20,"R","EC","AN"
"7237","7/14/2019",23,18,14,"Andge",70,"R","EC","AN"
"7238","7/14/2019",23,18,14,"Poapr",10,"R","EC","AN"
"7239","7/14/2019",23,18,15,"Andge",20,"R","EC","AN"
"7240","7/14/2019",23,18,15,"Luppe",20,"R","EC","AN"
"7241","7/14/2019",23,18,15,"Poapr",60,"R","EC","AN"
"7242","7/14/2019",23,18,15,"Lesca",10,"R","EC","AN"
"7243","7/14/2019",23,18,16,"Andge",90,"R","EC","AN"
"7244","7/14/2019",23,18,16,"Poapr",5,"R","EC","AN"
"7245","7/14/2019",23,18,17,"Andge",90,"R","EC","AN"
"7246","7/14/2019",23,18,17,"Poapr",5,"R","EC","AN"
"7247","7/14/2019",23,18,18,"Andge",30,"R","EC","AN"
"7248","7/14/2019",23,18,18,"Luppe",30,"R","EC","AN"
"7249","7/14/2019",23,18,18,"Lesca",5,"R","EC","AN"
"7250","7/14/2019",23,18,18,"Amoca",20,"R","EC","AN"
"7251","7/14/2019",23,18,18,"Poapr",40,"R","EC","AN"
"7252","7/14/2019",33,1,1,"Schsc",60,"R","EC","AN"
"7253","7/14/2019",33,1,1,"Poapr",10,"R","EC","AN"
"7254","7/14/2019",33,1,2,"Schsc",40,"R","EC","AN"
"7255","7/14/2019",33,1,2,"Poapr",30,"R","EC","AN"
"7256","7/14/2019",33,1,2,"Andge",10,"R","EC","AN"
"7257","7/14/2019",33,1,3,"Broin",5,"R","EC","AN"
"7258","7/14/2019",33,1,3,"Andge",30,"R","EC","AN"
"7259","7/14/2019",33,1,3,"Lesca",5,"R","EC","AN"
"7260","7/14/2019",33,1,3,"Poapr",30,"R","EC","AN"
"7261","7/14/2019",33,1,4,"Andge",20,"R","EC","AN"
"7262","7/14/2019",33,1,4,"Poapr",30,"R","EC","AN"
"7263","7/14/2019",33,1,4,"Lesca",10,"R","EC","AN"
"7264","7/14/2019",33,1,5,"Andge",20,"R","EC","AN"
"7265","7/14/2019",33,1,5,"Poapr",60,"R","EC","AN"
"7266","7/14/2019",33,1,6,"Andge",40,"R","EC","AN"
"7267","7/14/2019",33,1,6,"Poapr",40,"R","EC","AN"
"7268","7/14/2019",33,1,6,"Lesca",5,"R","EC","AN"
"7269","7/14/2019",33,1,7,"Broin",5,"R","EC","AN"
"7270","7/14/2019",33,1,7,"Poapr",50,"R","EC","AN"
"7271","7/14/2019",33,1,7,"Lesca",5,"R","EC","AN"
"7272","7/14/2019",33,1,7,"Solri",40,"R","EC","AN"
"7273","7/14/2019",33,1,8,"Poapr",70,"R","EC","AN"
"7274","7/14/2019",33,1,9,"Poapr",60,"R","EC","AN"
"7275","7/14/2019",33,1,9,"Luppe",30,"N","EC","AN"
"7276","7/14/2019",33,1,10,"Poapr",60,"R","EC","AN"
"7277","7/14/2019",33,1,10,"Luppe",70,"N","EC","AN"
"7278","7/14/2019",33,1,11,"Poapr",60,"R","EC","AN"
"7279","7/14/2019",33,1,11,"Andge",30,"R","EC","AN"
"7280","7/14/2019",33,1,11,"Luppe",20,"N","EC","AN"
"7281","7/14/2019",33,1,12,"Andge",90,"R","EC","AN"
"7282","7/14/2019",33,1,12,"Poapr",10,"R","EC","AN"
"7283","7/14/2019",33,1,13,"Andge",80,"R","EC","AN"
"7284","7/14/2019",33,1,13,"Poapr",10,"R","EC","AN"
"7285","7/14/2019",33,1,14,"Andge",90,"R","EC","AN"
"7286","7/14/2019",33,1,14,"Poapr",10,"R","EC","AN"
"7287","7/14/2019",33,1,15,"Andge",100,"R","EC","AN"
"7288","7/14/2019",33,1,15,"Poapr",5,"R","EC","AN"
"7289","7/14/2019",33,1,16,"Andge",100,"R","EC","AN"
"7290","7/14/2019",33,1,16,"Poapr",5,"R","EC","AN"
"7291","7/14/2019",33,1,17,"Andge",100,"R","EC","AN"
"7292","7/14/2019",33,1,17,"Poapr",5,"R","EC","AN"
"7293","7/14/2019",33,1,18,"Andge",70,"R","EC","AN"
"7294","7/14/2019",33,1,18,"Poapr",20,"R","EC","AN"
"7295","7/14/2019",33,2,1,"Solri",10,"R","EC","AN"
"7296","7/14/2019",33,2,1,"Amoca",30,"R","EC","AN"
"7297","7/14/2019",33,2,1,"Poapr",20,"R","EC","AN"
"7298","7/14/2019",33,2,1,"Andge",10,"R","EC","AN"
"7299","7/14/2019",33,2,2,"Andge",20,"R","EC","AN"
"7300","7/14/2019",33,2,2,"Poapr",30,"R","EC","AN"
"7301","7/14/2019",33,2,3,"Andge",40,"R","EC","AN"
"7302","7/14/2019",33,2,3,"Poapr",40,"R","EC","AN"
"7303","7/14/2019",33,2,4,"Andge",30,"R","EC","AN"
"7304","7/14/2019",33,2,4,"Poapr",30,"R","EC","AN"
"7305","7/14/2019",33,2,5,"Poapr",60,"R","EC","AN"
"7306","7/14/2019",33,2,6,"Andge",10,"R","EC","AN"
"7307","7/14/2019",33,2,6,"Poapr",40,"R","EC","AN"
"7308","7/14/2019",33,2,7,"Poapr",50,"R","EC","AN"
"7309","7/14/2019",33,2,8,"Andge",20,"R","EC","AN"
"7310","7/14/2019",33,2,8,"Poapr",60,"R","EC","AN"
"7311","7/14/2019",33,2,9,"Andge",20,"R","EC","AN"
"7312","7/14/2019",33,2,9,"Lesca",5,"R","EC","AN"
"7313","7/14/2019",33,2,9,"Poapr",60,"R","EC","AN"
"7314","7/14/2019",33,2,10,"Luppe",70,"R","EC","AN"
"7315","7/14/2019",33,2,10,"Poapr",20,"R","EC","AN"
"7316","7/14/2019",33,2,11,"Andge",80,"R","EC","AN"
"7317","7/14/2019",33,2,11,"Poapr",5,"R","EC","AN"
"7318","7/14/2019",33,2,12,"Andge",100,"R","EC","AN"
"7319","7/14/2019",33,2,12,"Poapr",5,"R","EC","AN"
"7320","7/14/2019",33,2,13,"Andge",100,"R","EC","AN"
"7321","7/14/2019",33,2,13,"Poapr",5,"R","EC","AN"
"7322","7/14/2019",33,2,14,"Andge",80,"R","EC","AN"
"7323","7/14/2019",33,2,14,"Poapr",10,"R","EC","AN"
"7324","7/14/2019",33,2,15,"Andge",90,"R","EC","AN"
"7325","7/14/2019",33,2,15,"Poapr",10,"R","EC","AN"
"7326","7/14/2019",33,2,16,"Andge",90,"R","EC","AN"
